transitions, roles, build_time, valid_run, valid_run_time, invalid_run, invalid_run_time, valid_query, invalid_query, name
8,3,1.7891020774841309,True,0.14073920249938965,False,0.17224884033203125,E<> trueGlobalLog[0].eventID == R401_e_0_ID and trueGlobalLog[1].eventID == R402_e_1_ID and trueGlobalLog[2].eventID == R402_e_4_ID and trueGlobalLog[3].eventID == R401_e_1_ID and trueGlobalLog[4].eventID == R402_e_2_ID and trueGlobalLog[5].eventID == R400_e_0_ID and trueGlobalLog[5].orderCount != 0,E<> trueGlobalLog[0].eventID == R401_e_0_ID and trueGlobalLog[1].eventID == R402_e_1_ID and trueGlobalLog[2].eventID == R402_e_4_ID and trueGlobalLog[3].eventID == R401_e_1_ID and trueGlobalLog[4].eventID == R402_e_2_ID and trueGlobalLog[5].eventID == R402_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\28_max_5_roles_max_10_commands\28_max_5_roles_max_10_commands.json
23,4,2.4629342555999756,True,0.20457100868225098,False,0.11026549339294434,E<> trueGlobalLog[0].eventID == R413_e_0_ID and trueGlobalLog[1].eventID == R413_e_1_ID and trueGlobalLog[2].eventID == R414_e_0_ID and trueGlobalLog[3].eventID == R414_e_2_ID and trueGlobalLog[4].eventID == R411_e_6_ID and trueGlobalLog[5].eventID == R411_e_8_ID and trueGlobalLog[5].orderCount != 0,E<> trueGlobalLog[0].eventID == R413_e_0_ID and trueGlobalLog[1].eventID == R413_e_1_ID and trueGlobalLog[2].eventID == R414_e_0_ID and trueGlobalLog[3].eventID == R414_e_2_ID and trueGlobalLog[4].eventID == R411_e_6_ID and trueGlobalLog[5].eventID == R414_e_3_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\29_max_5_roles_max_10_commands\29_max_5_roles_max_10_commands.json
7,2,1.1775519847869873,True,0.12412524223327637,False,0.08119916915893555,E<> trueGlobalLog[0].eventID == R36_e_3_ID and trueGlobalLog[1].eventID == R36_e_2_ID and trueGlobalLog[2].eventID == R37_e_0_ID and trueGlobalLog[3].eventID == R36_e_0_ID and trueGlobalLog[4].eventID == R37_e_1_ID and trueGlobalLog[5].eventID == R36_e_4_ID and trueGlobalLog[5].orderCount != 0,E<> trueGlobalLog[0].eventID == R36_e_3_ID and trueGlobalLog[1].eventID == R36_e_2_ID and trueGlobalLog[2].eventID == R37_e_0_ID and trueGlobalLog[3].eventID == R36_e_0_ID and trueGlobalLog[4].eventID == R37_e_1_ID and trueGlobalLog[5].eventID == R36_e_3_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\2_max_5_roles_max_10_commands\2_max_5_roles_max_10_commands.json
25,4,2.4498283863067627,True,0.23363471031188965,False,115.82930445671082,E<> trueGlobalLog[0].eventID == R439_e_4_ID and trueGlobalLog[1].eventID == R440_e_4_ID and trueGlobalLog[2].eventID == R439_e_2_ID and trueGlobalLog[3].eventID == R440_e_1_ID and trueGlobalLog[4].eventID == R441_e_7_ID and trueGlobalLog[5].eventID == R441_e_0_ID and trueGlobalLog[5].orderCount != 0,E<> trueGlobalLog[0].eventID == R439_e_4_ID and trueGlobalLog[1].eventID == R440_e_4_ID and trueGlobalLog[2].eventID == R439_e_2_ID and trueGlobalLog[3].eventID == R440_e_1_ID and trueGlobalLog[4].eventID == R441_e_7_ID and trueGlobalLog[5].eventID == R440_e_4_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\30_max_5_roles_max_10_commands\30_max_5_roles_max_10_commands.json
23,3,1.8801794052124023,True,0.18554282188415527,False,107.92638874053955,E<> trueGlobalLog[0].eventID == R465_e_4_ID and trueGlobalLog[1].eventID == R465_e_2_ID and trueGlobalLog[2].eventID == R466_e_0_ID and trueGlobalLog[3].eventID == R465_e_1_ID and trueGlobalLog[4].eventID == R467_e_7_ID and trueGlobalLog[5].eventID == R467_e_4_ID and trueGlobalLog[5].orderCount != 0,E<> trueGlobalLog[0].eventID == R465_e_4_ID and trueGlobalLog[1].eventID == R465_e_2_ID and trueGlobalLog[2].eventID == R466_e_0_ID and trueGlobalLog[3].eventID == R465_e_1_ID and trueGlobalLog[4].eventID == R467_e_7_ID and trueGlobalLog[5].eventID == R466_e_5_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\31_max_5_roles_max_10_commands\31_max_5_roles_max_10_commands.json
25,4,2.5102741718292236,True,0.19777202606201172,False,3.313886880874634,E<> trueGlobalLog[0].eventID == R491_e_3_ID and trueGlobalLog[1].eventID == R490_e_5_ID and trueGlobalLog[2].eventID == R491_e_1_ID and trueGlobalLog[3].eventID == R490_e_2_ID and trueGlobalLog[4].eventID == R491_e_4_ID and trueGlobalLog[5].eventID == R491_e_0_ID and trueGlobalLog[5].orderCount != 0,E<> trueGlobalLog[0].eventID == R491_e_3_ID and trueGlobalLog[1].eventID == R490_e_5_ID and trueGlobalLog[2].eventID == R491_e_1_ID and trueGlobalLog[3].eventID == R490_e_2_ID and trueGlobalLog[4].eventID == R491_e_4_ID and trueGlobalLog[5].eventID == R490_e_2_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\32_max_5_roles_max_10_commands\32_max_5_roles_max_10_commands.json
25,4,2.523881673812866,True,0.2013242244720459,False,0.2798032760620117,E<> trueGlobalLog[0].eventID == R518_e_0_ID and trueGlobalLog[1].eventID == R517_e_0_ID and trueGlobalLog[2].eventID == R519_e_4_ID and trueGlobalLog[3].eventID == R518_e_3_ID and trueGlobalLog[4].eventID == R517_e_3_ID and trueGlobalLog[5].eventID == R516_e_4_ID and trueGlobalLog[5].orderCount != 0,E<> trueGlobalLog[0].eventID == R518_e_0_ID and trueGlobalLog[1].eventID == R517_e_0_ID and trueGlobalLog[2].eventID == R519_e_4_ID and trueGlobalLog[3].eventID == R518_e_3_ID and trueGlobalLog[4].eventID == R517_e_3_ID and trueGlobalLog[5].eventID == R518_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\33_max_5_roles_max_10_commands\33_max_5_roles_max_10_commands.json
15,3,1.7757132053375244,True,0.1788952350616455,False,0.9460489749908447,E<> trueGlobalLog[0].eventID == R544_e_2_ID and trueGlobalLog[1].eventID == R545_e_3_ID and trueGlobalLog[2].eventID == R544_e_4_ID and trueGlobalLog[3].eventID == R544_e_1_ID and trueGlobalLog[4].eventID == R546_e_3_ID and trueGlobalLog[5].eventID == R545_e_4_ID and trueGlobalLog[5].orderCount != 0,E<> trueGlobalLog[0].eventID == R544_e_2_ID and trueGlobalLog[1].eventID == R545_e_3_ID and trueGlobalLog[2].eventID == R544_e_4_ID and trueGlobalLog[3].eventID == R544_e_1_ID and trueGlobalLog[4].eventID == R546_e_3_ID and trueGlobalLog[5].eventID == R545_e_3_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\34_max_5_roles_max_10_commands\34_max_5_roles_max_10_commands.json
17,3,1.842444896697998,True,0.14737415313720703,False,1.8924813270568848,E<> trueGlobalLog[0].eventID == R563_e_3_ID and trueGlobalLog[1].eventID == R563_e_2_ID and trueGlobalLog[2].eventID == R563_e_7_ID and trueGlobalLog[3].eventID == R563_e_6_ID and trueGlobalLog[4].eventID == R562_e_3_ID and trueGlobalLog[5].eventID == R562_e_4_ID and trueGlobalLog[5].orderCount != 0,E<> trueGlobalLog[0].eventID == R563_e_3_ID and trueGlobalLog[1].eventID == R563_e_2_ID and trueGlobalLog[2].eventID == R563_e_7_ID and trueGlobalLog[3].eventID == R563_e_6_ID and trueGlobalLog[4].eventID == R562_e_3_ID and trueGlobalLog[5].eventID == R563_e_6_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\35_max_5_roles_max_10_commands\35_max_5_roles_max_10_commands.json
6,2,1.2732770442962646,True,0.1291825771331787,False,0.07856893539428711,E<> trueGlobalLog[0].eventID == R580_e_0_ID and trueGlobalLog[1].eventID == R580_e_1_ID and trueGlobalLog[2].eventID == R581_e_3_ID and trueGlobalLog[3].eventID == R581_e_0_ID and trueGlobalLog[4].eventID == R581_e_2_ID and trueGlobalLog[5].eventID == R581_e_1_ID and trueGlobalLog[5].orderCount != 0,E<> trueGlobalLog[0].eventID == R580_e_0_ID and trueGlobalLog[1].eventID == R580_e_1_ID and trueGlobalLog[2].eventID == R581_e_3_ID and trueGlobalLog[3].eventID == R581_e_0_ID and trueGlobalLog[4].eventID == R581_e_2_ID and trueGlobalLog[5].eventID == R580_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\36_max_5_roles_max_10_commands\36_max_5_roles_max_10_commands.json
