transitions, roles, build_time, projection_time
13,3,1.9477689266204834,0.0
3,1,0.5894148349761963,0.0014729499816894531
22,4,2.2710962295532227,0.0
16,4,2.5976407527923584,0.0009989738464355469
17,4,2.5882983207702637,0.0
11,3,1.8328156471252441,0.0
24,4,2.723175048828125,0.0
28,4,2.582305908203125,0.0
5,1,0.7145354747772217,0.0
6,1,0.5654287338256836,0.0
10,2,1.3622996807098389,0.0
18,4,2.662900924682617,0.014956235885620117
6,1,0.7390782833099365,0.0
18,3,1.8803975582122803,0.0010454654693603516
24,4,2.772493839263916,0.0156252384185791
3,1,0.6981937885284424,0.0
1,1,0.6656196117401123,0.0
7,1,0.6548483371734619,0.0
22,3,1.8635430335998535,0.0
2,1,0.5641758441925049,0.0
8,3,2.020252227783203,0.0
23,4,2.5841407775878906,0.0
7,2,1.0348119735717773,0.0
25,4,3.3241848945617676,0.0010838508605957031
23,3,1.8998064994812012,0.0
25,4,2.607379913330078,0.0015840530395507812
25,4,2.6488089561462402,0.0
15,3,1.8467612266540527,0.0
17,3,1.8455486297607422,0.015589237213134766
6,2,1.3009636402130127,0.0
5,1,0.7034530639648438,0.0
17,3,1.9908230304718018,0.0
8,1,0.6532831192016602,0.0
12,3,1.8812425136566162,0.0029332637786865234
7,1,0.6553595066070557,0.0
21,4,2.6664299964904785,0.0
7,2,1.1895396709442139,0.0
7,1,0.756859302520752,0.0
13,3,2.0804035663604736,0.0
19,3,1.7884712219238281,0.0
14,3,1.8161647319793701,0.0
4,2,1.3307628631591797,0.0
10,2,0.8003578186035156,0.0
22,4,3.241910934448242,0.006533145904541016
18,3,1.9587986469268799,0.0
8,2,1.2159430980682373,0.0
8,1,0.638185977935791,0.0
25,4,2.7094950675964355,0.0
4,1,0.5802650451660156,0.0
16,3,1.8250997066497803,0.0
13,2,1.2862398624420166,0.0
19,4,2.6710638999938965,0.0
15,3,1.3470714092254639,0.0
7,2,1.2774684429168701,0.014680147171020508
6,1,0.85404372215271,0.0
6,2,1.391235113143921,0.0
11,3,1.9184441566467285,0.0
17,4,2.6769003868103027,0.0
7,3,1.9889593124389648,0.0
16,3,1.86470627784729,0.0
6,3,1.939319372177124,0.0
2,1,0.5931181907653809,0.0005550384521484375
9,1,0.7193951606750488,0.009073734283447266
11,3,1.9187912940979004,0.0
5,1,0.7293024063110352,0.0
3,1,0.7195370197296143,0.0
7,2,1.3015358448028564,0.0
8,1,0.6620125770568848,0.0
13,3,2.1142828464508057,0.0
7,2,1.5001695156097412,0.0
5,1,0.6232626438140869,0.0
13,3,1.9120678901672363,0.0
5,1,0.6726863384246826,0.0
3,1,0.8303525447845459,0.0
19,3,2.1857950687408447,0.0
18,3,1.999880313873291,0.0
23,3,1.6189374923706055,0.0009200572967529297
6,1,0.7187349796295166,0.0
5,1,0.721463680267334,0.0
17,4,2.788264274597168,0.0
10,2,1.461970567703247,0.0
11,3,1.9875242710113525,0.0
9,1,0.6706717014312744,0.0
6,3,2.1734774112701416,0.0
1,1,0.7454144954681396,0.0
11,4,2.8308017253875732,0.0
8,4,3.079460620880127,0.0
9,4,2.6305747032165527,0.0
6,3,1.9900336265563965,0.0
11,4,2.4883179664611816,0.0
13,4,2.1711745262145996,0.0
3,1,0.7312533855438232,0.0
3,1,0.6021449565887451,0.0
5,2,1.159851312637329,0.00099945068359375
9,4,2.47506046295166,0.0
3,1,0.8176155090332031,0.0
9,3,1.8973791599273682,0.0005056858062744141
12,4,2.4511945247650146,0.0
2,1,0.7169005870819092,0.0
1,1,0.6293430328369141,0.0
4,1,0.6292297840118408,0.0
11,3,1.4485032558441162,0.0
1,1,0.7372093200683594,0.0
5,3,2.0076687335968018,0.0
11,4,2.5639002323150635,0.0
3,2,1.4259698390960693,0.0
12,4,2.9681930541992188,0.01562356948852539
11,3,1.839724063873291,0.0010035037994384766
12,4,2.6548712253570557,0.0
5,2,1.2669572830200195,0.0
10,3,1.8548414707183838,0.0
9,3,1.9755876064300537,0.0005447864532470703
7,3,1.8697478771209717,0.0011818408966064453
8,3,1.862992763519287,0.0
2,1,0.7575109004974365,0.0
15,4,2.531440019607544,0.0
6,3,1.8495457172393799,0.0005078315734863281
2,1,0.7270081043243408,0.0
2,2,1.255509853363037,0.00014400482177734375
12,3,1.8396925926208496,0.0
2,2,1.2561683654785156,0.0
10,4,2.6969501972198486,0.0
10,4,2.601639747619629,0.0
4,2,1.43869948387146,0.0
4,2,1.2862489223480225,0.0
4,1,0.6276769638061523,0.0010001659393310547
9,3,1.9120569229125977,0.0
9,3,2.1149463653564453,0.0
7,2,1.291299819946289,0.0
9,4,2.5217974185943604,0.0
2,1,0.7999274730682373,0.0
5,2,1.2562050819396973,0.0037429332733154297
7,3,2.0419485569000244,0.0
5,2,1.3140604496002197,0.0113525390625
10,4,2.6626923084259033,0.0
7,2,0.7502257823944092,0.0
2,1,0.6361536979675293,0.0
13,4,2.4840247631073,0.0
4,2,1.269225835800171,0.0
2,1,0.7457597255706787,0.0
9,3,1.9804823398590088,0.0
4,1,0.7425847053527832,0.0
2,2,1.3217134475708008,0.0
8,3,2.0530669689178467,0.0
1,1,0.6249794960021973,0.0
10,3,2.051999807357788,0.0
11,4,2.52144193649292,0.0
1,1,0.593576192855835,0.007407188415527344
5,2,1.5434293746948242,0.0
4,2,0.8989253044128418,0.0
3,1,0.6375405788421631,0.0
5,2,1.2590217590332031,0.0005364418029785156
13,4,2.7733638286590576,0.0
3,1,0.6866054534912109,0.0
15,4,2.5724642276763916,0.0010607242584228516
10,4,2.6543869972229004,0.01563882827758789
3,2,1.2933835983276367,0.0
6,4,2.6275696754455566,0.0
2,2,1.3204734325408936,0.0
1,1,0.7585830688476562,0.0
3,1,0.6356945037841797,0.0
1,1,0.6188697814941406,0.0
10,3,2.007063865661621,0.0
10,4,2.7401676177978516,0.0
6,3,1.4330072402954102,0.0
4,1,0.6070096492767334,0.005385398864746094
29,6,4.080140829086304,0.0
11,2,1.3507938385009766,0.0
41,8,5.475846767425537,0.01307821273803711
32,8,4.710940361022949,0.007008075714111328
36,7,4.590039491653442,0.0
26,6,3.979522943496704,0.0
53,9,5.607540130615234,0.0
68,9,5.976044416427612,0.0
6,2,1.2184844017028809,0.0
19,3,1.9630122184753418,0.0010633468627929688
18,3,2.1134836673736572,0.0
33,7,4.6808247566223145,0.007823944091796875
6,1,0.6568822860717773,0.0
34,5,3.2802085876464844,0.002040863037109375
46,8,5.2825446128845215,0.009153127670288086
3,1,0.6760609149932861,0.0
10,2,1.2502763271331787,0.0
11,2,1.377013921737671,0.0
37,6,4.228600740432739,0.0021610260009765625
11,2,0.8601512908935547,0.0
33,6,4.104434490203857,0.015625
40,7,4.129119396209717,0.0
16,4,2.5757529735565186,0.0
41,7,4.5896241664886475,0.0
39,5,3.5088319778442383,0.009007692337036133
47,8,5.355435132980347,0.005703449249267578
19,5,3.132667064666748,0.0
5,2,1.4126191139221191,0.0
34,6,3.797139883041382,0.0
42,6,4.077078104019165,0.0
24,5,3.439415454864502,0.0
25,6,3.9363434314727783,0.0
29,7,4.605570077896118,0.0
34,7,4.685110569000244,0.0156705379486084
14,3,2.455737829208374,0.0007550716400146484
35,7,4.8550331592559814,0.0
12,5,3.1124444007873535,0.0
26,7,4.957946062088013,0.0
9,2,1.3783185482025146,0.0
46,7,4.722891330718994,0.0
51,9,6.076046466827393,0.019411325454711914
17,4,2.6182239055633545,0.0009927749633789062
47,9,5.88873553276062,0.009033441543579102
10,2,1.237734317779541,0.0
32,6,4.04050087928772,0.0
47,8,5.464213848114014,0.010606765747070312
10,3,1.9045631885528564,0.0
15,2,2.3086960315704346,0.0
15,3,2.347517967224121,0.0
23,5,3.549887180328369,0.0
48,9,6.151811122894287,0.010068893432617188
3,1,0.6571621894836426,0.0
10,3,2.060060739517212,0.0
43,8,5.423889636993408,0.0065081119537353516
5,2,1.2136282920837402,0.0008780956268310547
11,3,1.849135398864746,0.0
44,9,6.01636528968811,0.004757881164550781
40,6,4.23946738243103,0.0
8,2,1.2334747314453125,0.0
45,9,6.094281911849976,0.006331920623779297
30,8,5.419471740722656,0.0
38,7,4.663958311080933,0.0
34,6,3.8207781314849854,0.0
24,6,3.8924806118011475,0.0
23,4,2.6230063438415527,0.0
33,7,4.639206171035767,0.015007257461547852
18,4,2.5860812664031982,0.0
39,9,6.029933452606201,0.00878143310546875
22,5,3.1734204292297363,0.0
26,5,3.4776194095611572,0.0
