transitions,roles,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,build_time
12,4,2.413076639,2.466785192,2.441941023,2.614605188,2.374306917,2.514995813,2.400658846,2.545167208,2.363016605,2.446833611,2.458138704
12,4,2.556563377,2.396948814,2.531245708,2.427548647,2.630192757,2.454525471,2.473912239,2.59379673,2.483500481,2.506133795,2.505436802
12,4,2.63284111,2.870647669,2.505653858,2.528525591,2.470170021,2.675689459,2.504183054,2.532105207,2.520974159,2.668805122,2.590959525
12,5,3.317555666,3.085188389,3.129142523,3.052050829,3.209582329,3.316969395,3.239324331,3.314479113,3.334974289,3.390021563,3.238928843
12,5,3.097455978,3.021563292,3.217839241,3.024563551,3.218543768,3.135996819,3.038419724,3.160127878,3.092858553,3.090783596,3.10981524
12,5,3.05593729,3.185510874,3.21796608,3.073411703,3.191390991,3.063760757,3.218186378,3.378267765,3.084829092,3.157737017,3.162699795
12,6,3.852195263,3.694062233,3.760382175,3.789718628,3.756577492,3.644964457,3.839589357,3.980807304,3.792830229,3.688776493,3.779990363
13,1,0.626912594,0.672346354,0.627575636,0.635074377,0.70434761,0.707621813,0.650660753,0.627200127,0.671407938,0.623501301,0.65466485
13,2,1.233759642,1.258396864,1.31165719,1.278591633,1.225606918,1.186362982,1.221056223,1.326203346,1.298317671,1.287371635,1.26273241
13,2,1.344811201,1.303576469,1.266656876,1.200966597,1.28997612,1.386111498,1.276673317,1.221776724,1.217727423,1.359045744,1.286732197
13,3,2.0404737,1.881806612,1.751120806,1.890714884,1.898601294,1.769716263,1.824023008,1.944123268,1.88781929,1.832431316,1.872083044
13,3,1.86269474,1.876991272,1.788799763,1.97106719,1.841964483,1.794392824,2.02995944,1.854019165,1.931320429,1.89670229,1.88479116
13,3,1.999315977,2.170200825,2.012588263,1.968961716,2.084092379,1.879081011,2.037260056,2.108293772,2.086343765,2.138555765,2.048469353
13,3,2.117887974,1.825579405,1.814710379,2.013620138,1.834755421,1.888918638,1.958107233,1.842914104,2.014577866,1.789294004,1.910036516
13,3,1.933458805,1.937712193,1.83728981,1.952605486,1.937119484,1.889543056,1.973885059,2.059158564,1.960549355,1.952078104,1.943339992
13,4,2.768516779,2.552618504,2.523424625,2.545978069,2.446465492,2.591059208,2.495868206,2.585901499,2.410127401,2.588886261,2.550884604
13,4,2.762417316,2.47342062,2.549661398,2.439372778,2.556510687,2.473429918,2.653759718,2.42079854,2.577436209,2.372808933,2.527961612
13,4,2.427672625,2.538824558,2.446288824,2.48284483,2.485614538,2.502271175,2.854593754,2.381836653,2.583763123,2.460992336,2.516470242
13,6,3.721996069,3.797539949,3.765293837,3.730635643,3.880013227,3.771419287,3.889489651,4.363773823,4.133774042,4.144718885,3.919865441
14,1,0.60419035,0.633037806,0.653500319,0.610952854,0.699578047,0.682785034,0.696338654,0.689619541,0.728792906,0.701737642,0.670053315
14,1,0.547980309,0.547084808,0.549098969,0.549906015,0.552084446,0.550698519,0.595415115,0.57547617,0.653856754,0.594406128,0.571600723
14,3,1.922401905,1.995570898,1.913478851,1.841565371,1.811954975,2.002121925,1.917368889,1.801156998,1.973900557,1.959358215,1.913887858
14,3,1.970525265,1.828644514,1.974334717,1.888730764,1.919341326,2.006153107,1.87903738,1.980818748,1.952530861,1.838364601,1.923848128
14,6,4.020763397,3.841157198,3.693631887,3.924627066,3.876291275,3.757460356,3.701252699,3.812393904,3.800875664,3.681058168,3.810951161
15,1,0.523406029,0.533663034,0.597661495,0.538224697,0.533984661,0.578948498,0.609917641,0.560059547,0.529528141,0.54769659,0.555309033
15,2,1.247517586,1.238473654,1.369415045,1.221657276,1.226357222,1.194845676,1.382056952,1.249503136,1.188937187,1.33725071,1.265601444
15,3,1.840631723,1.948815823,1.824828386,1.871053219,1.858491898,1.851995468,1.948002815,1.843228817,1.807719946,1.950162411,1.874493051
15,3,2.006028175,1.988874674,1.769059658,1.982378244,1.985260963,1.876046419,2.064893007,1.785257578,1.823360443,1.997743607,1.927890277
15,3,2.026156425,1.954853058,1.878585339,2.005310535,1.833855152,1.918264389,2.008584738,1.908730984,2.046918154,1.882198811,1.946345758
15,3,1.916260958,1.884041548,1.994787455,2.03801775,1.889373779,1.882450342,2.109927177,1.963609934,1.956203222,1.827148914,1.946182108
15,4,2.805634737,2.596696138,2.474138498,2.690671444,2.494256735,2.581585169,2.559220076,2.662423849,2.507796288,2.545844078,2.591826701
15,4,2.587471485,2.608050823,2.687536478,2.496041298,2.801158428,2.606298208,2.693194866,2.486836672,2.631501913,2.420658827,2.6018749
16,1,0.617153645,0.639806032,0.634848833,0.725100756,0.777252674,0.626775026,0.608828306,0.616514921,0.624260664,0.62680912,0.649734998
16,1,0.649303913,0.622442722,0.60650754,0.745145559,0.638631582,0.613947392,0.644511461,0.689352751,0.648468971,0.634878874,0.649319077
16,3,1.866598845,2.047816515,1.791669369,1.905442476,1.779538631,1.813869476,1.875362635,1.777070284,1.807089567,1.922794342,1.858725214
16,3,1.945766211,1.844910622,1.895308018,1.756762028,1.813401699,1.966423273,1.839094877,1.841314793,1.993170977,1.841015339,1.873716784
16,3,1.919203043,1.988482952,1.946707249,1.902052164,2.000019789,1.867827892,1.875369072,2.11194706,1.858183861,2.100005388,1.956979847
16,4,2.358970642,2.510915279,2.451011181,2.523133278,2.344630957,2.549288034,2.445861578,2.474971533,2.396960258,2.416133404,2.447187614
16,4,2.675965309,2.469181776,2.655482054,2.452629566,2.50812912,2.46310401,2.68693924,2.464572668,2.645283461,2.582756996,2.56040442
16,5,3.423102379,3.500921249,3.262145758,3.254236937,3.085930109,3.246845484,3.198735476,3.175356627,3.402256727,3.180211067,3.272974181
16,6,3.973252058,3.898396492,3.898160458,3.879002333,3.941376686,3.916860342,3.725478411,3.827947617,3.843134403,3.779947042,3.868355584
16,6,3.802703857,3.782494068,3.806834936,3.778992414,3.879338741,3.785173416,3.688672304,3.81600976,3.814483404,3.680709839,3.783541274
16,7,4.544407606,4.567412138,4.477573633,4.528076887,4.612892866,4.290747881,4.381546021,4.412979126,4.4124856,4.49522543,4.472334719
16,7,4.446239233,4.448257208,4.503596783,4.366215706,4.39836359,4.637536526,4.445760727,4.539329767,4.434001684,4.445563793,4.466486502
16,7,4.504974127,4.517699003,4.56773448,4.447067499,4.256070852,4.291440964,4.459139585,4.467948914,4.387845755,4.435101271,4.433502245
16,9,5.630478382,5.472712278,5.640224695,5.738814592,5.488890171,5.697962999,5.676215172,5.586789608,5.64730978,5.686901808,5.626629949
17,1,0.748718262,0.689213514,0.640213728,0.634476423,0.689587116,0.644608259,0.610413074,0.638961792,0.77472496,0.630970001,0.670188713
17,2,1.227000952,1.201767921,1.126462221,1.140921831,1.06970191,1.1106112,1.093872309,1.130090475,1.101390362,1.222757101,1.142457628
17,3,1.895128965,1.845433712,2.001080036,1.888010502,1.874944448,1.859500647,1.781578779,1.934713364,1.847609758,1.790302277,1.871830249
17,3,1.906086683,1.796940804,1.889317989,1.769215107,1.968075752,1.781638145,1.808264017,1.904577255,1.854745626,1.83600378,1.851486516
17,4,2.386400461,2.325209618,2.489976883,2.323550224,2.679451704,2.46604538,2.528807402,2.432788849,2.492002964,2.40850544,2.453273892
17,4,2.510928631,2.421867371,2.518035173,2.437219143,2.675485134,2.365013361,2.515042543,2.456674099,2.509940624,2.722533464,2.513273954
17,4,2.50249052,2.462179661,2.530333281,2.505501032,2.545306206,2.49766016,2.52149868,2.43047142,2.644902229,2.464318991,2.510466218
17,4,2.576310396,2.555437565,2.659175634,2.481687546,2.591522694,2.558196783,2.601848125,2.654746771,2.649666786,2.498896122,2.582748842
17,4,2.545241594,2.61740756,2.609200239,2.437256575,2.631044388,2.574352741,2.575585365,2.697064161,2.619431019,2.446969748,2.575355339
17,4,2.572168112,2.646704197,2.601288795,2.443567753,2.553738594,2.453906059,2.585724592,2.436455488,2.615876675,2.447425604,2.535685587
17,6,3.885756493,3.675476789,3.877338171,3.805442333,3.796594858,3.611458778,3.790676117,3.869615555,3.646439552,3.858416319,3.781721497
17,7,4.494233608,4.425352573,4.268415451,4.334490061,4.274860144,4.427750826,4.409625053,4.4486022,4.42396307,4.499610186,4.400690317
17,7,4.494714975,4.446187019,4.316016912,4.426110506,4.378281116,4.427116632,4.456534147,4.36800909,4.503596544,4.33152914,4.414809608
17,8,5.1092453,5.060831785,4.972213745,4.939632177,4.930363894,5.292816877,5.039207458,5.106703758,5.06816268,4.96075964,5.047993731
17,8,5.337801933,5.020495653,5.018522024,5.150823832,5.226258039,5.068544388,4.984241009,5.0175035,5.167422295,5.046271324,5.1037884
17,8,4.872918129,4.891132355,5.162965298,4.901473045,5.007194042,5.175401688,5.06500721,5.042139292,4.943689823,4.953614712,5.001553559
18,1,0.7178545,0.742234707,0.637360573,0.76213789,0.601937771,0.64687562,0.650729179,0.700265884,0.681757212,0.660467148,0.680162048
18,3,1.953685999,1.8400805,1.838670969,1.991297722,1.861224413,1.841196775,1.996105194,1.834190607,1.933968544,1.817315817,1.890773654
18,3,1.815194845,1.905345917,1.805129766,1.830841541,1.923138857,1.919551134,1.755759239,2.038853407,1.89807868,1.814561844,1.870645523
18,3,1.868717909,2.087383509,1.859958649,1.967726707,2.096744061,2.064376116,1.974533319,1.814781666,1.857465029,2.028858662,1.962054563
18,3,2.01388216,1.895102501,1.922504663,2.100175381,1.958504438,1.959129333,1.821037531,2.000891685,2.007000685,1.883018017,1.95612464
18,3,1.822897434,1.788826942,1.809228182,1.976307631,1.876579046,1.88396287,1.976140261,1.889163256,1.987181664,1.8723526,1.888263988
18,4,2.381962061,2.580036402,2.485631943,2.600217581,2.449249268,2.617259979,2.522314787,2.459539652,2.440538883,2.737408638,2.527415919
18,4,2.578617096,2.430241108,2.606895924,2.476061583,2.599313498,2.585597515,2.641791821,2.571968079,2.560528517,2.468142748,2.551915789
18,9,5.859601974,5.604872465,5.618634462,5.42671442,5.816850901,5.609243631,5.788210154,5.681438923,5.738651991,5.734488726,5.687870765
19,1,0.654242516,0.767589092,0.700622082,0.642193556,0.767561197,0.666339159,0.733203411,0.645080805,0.79913044,0.640272141,0.70162344
19,3,1.82387042,1.931771994,1.884464741,1.920929432,2.03744626,1.864472866,1.837088108,2.053621769,1.825531244,2.005067348,1.918426418
19,3,2.072509527,1.830514193,1.890470505,2.034406185,1.982212782,1.89805603,2.111136913,1.864361048,1.997184992,1.847442627,1.95282948
19,3,1.941970825,1.864490032,2.0098598,1.922813177,1.909343481,1.997778416,1.779951096,1.989611864,1.91356349,1.868913174,1.919829535
19,4,2.62836194,2.531146288,2.552265406,2.416673899,2.553313494,2.382833004,2.574404478,2.55280757,2.62956214,2.634006977,2.545537519
19,4,2.613934278,2.443023443,2.642881393,2.367039919,2.658932447,2.474382877,2.660759211,2.443602085,2.594346285,2.481735468,2.538063741
19,5,3.285497189,3.093134642,3.258432865,3.181027889,3.127255678,3.13835454,3.065166473,3.17294383,3.164567471,3.331646204,3.181802678
19,5,3.242883682,3.101525545,3.351958275,3.172268152,3.31974411,3.237926483,3.123160362,3.175754309,3.082631111,3.137885332,3.194573736
19,6,3.937030554,3.819984913,3.570776701,3.837754965,3.841608286,3.925619602,3.661683321,3.828155041,3.875571251,3.607382298,3.790556693
19,6,4.060190201,4.005620003,3.836417675,3.831410646,3.876313925,3.906969547,3.70639658,3.927075148,4.033148289,3.827158928,3.901070094
19,6,4.102303743,3.824589014,4.055666208,3.694060087,3.797769547,3.843896389,3.755415201,3.73981905,3.765966415,3.932972908,3.851245856
19,7,4.314083338,4.514868259,4.40352726,4.394299984,4.543100119,4.43386507,4.588763714,4.441251278,4.471640587,4.601121664,4.470652127
19,7,4.28030324,4.479869604,4.432849407,4.46398735,4.519406796,4.676656961,4.328867912,4.556128263,4.641290426,4.557688951,4.493704891
19,7,4.544643879,4.486913681,4.406286716,4.436953306,4.357185841,4.496301174,4.507198811,4.488789797,4.429811239,4.636199236,4.479028368
20,2,1.475857735,1.389948845,1.499842405,1.36417675,1.594925165,1.434523582,1.393951654,1.577375174,1.645189047,1.578355074,1.495414543
20,7,4.457509756,4.377433538,4.256382227,4.407048464,4.591158628,4.432677269,4.393293858,4.331742525,4.239120245,4.409325361,4.389569187
20,7,4.544627905,4.496174574,4.510827303,4.448336363,4.472271442,4.566275597,4.416912794,4.621477604,4.481036186,4.605183363,4.516312313
20,8,5.137599707,5.080298901,5.120658875,5.209509611,4.957361221,5.098481655,5.112698555,5.046248436,5.050086498,5.122036219,5.093497968
20,8,5.142458677,5.1141119,5.090157032,5.070319176,5.057172775,5.153911829,5.213355064,5.212258339,5.337038279,5.022879362,5.141366243
21,2,1.278206825,1.317704201,1.262850285,1.25204134,1.261347055,1.458844185,1.35191226,1.241269588,1.272852898,1.466170073,1.316319871
21,3,1.974629641,1.857346296,1.872356415,1.88720727,2.044484615,1.787783384,1.984823465,1.831283331,1.920742989,2.013199568,1.917385697
21,4,2.543178082,2.428525925,2.6751194,2.425632,2.521389723,2.419029713,2.523351192,2.417157173,2.669566393,2.453069687,2.507601929
21,4,2.545675278,2.582498074,2.594049215,2.565481424,2.44770956,2.649240971,2.609869242,2.698818445,2.513352156,2.71678853,2.592348289
22,2,1.500432253,1.282601357,1.310091257,1.384653091,1.460803747,1.288403034,1.271102905,1.290626287,1.461731434,1.2530334,1.350347877
22,2,1.298948765,1.278656721,1.312203646,1.396566629,1.302642107,1.288033724,1.436193943,1.505922556,1.23785758,1.338130474,1.339515615
22,2,1.282711506,1.402063608,1.279947042,1.337049007,1.393558741,1.486947536,1.260928392,1.316481352,1.274650097,1.327178478,1.336151576
22,3,2.050891876,1.924145699,1.875816822,1.958476067,1.777220964,1.87837863,2.06126833,1.760804653,1.965774059,1.861717224,1.911449432
22,3,1.709306717,1.598449945,1.639646053,1.878056288,1.957453728,1.830729723,1.879262686,1.85902524,1.857120752,1.967144489,1.817619562
22,4,2.378880262,2.451719522,2.434757233,2.428456306,2.488119125,2.809443951,2.576990366,2.687695503,2.497334003,2.583171368,2.533656764
22,4,2.470543623,2.515802383,2.468263149,2.631163359,2.504817009,2.574012518,2.474366665,2.598410606,2.429603577,2.543287277,2.521027017
22,4,2.583209276,2.452862978,2.698540211,2.478080511,2.631730318,2.569887877,2.944969893,2.411852121,2.671149492,2.485599279,2.592788196
22,4,2.568272114,2.555814266,2.693762064,2.511608124,2.718644142,2.424295902,2.646086931,2.38443327,2.533866644,2.497351646,2.55341351
22,5,3.390847921,3.161550522,3.168023825,3.27776885,3.090873003,3.30132556,3.241473675,3.20367384,3.2697227,3.188940763,3.229420066
22,6,3.825927019,3.664890528,3.931580782,3.830715179,3.716985941,3.846010923,3.770584345,3.779932261,3.585684299,3.847166538,3.779947782
22,8,5.169042587,5.273744583,5.159587383,5.254630566,5.189190388,5.214365482,5.358705521,5.246734858,5.234688759,5.112386703,5.221307683
22,8,5.025419474,5.081003666,5.114429951,5.044341087,5.067352057,5.307658434,5.071058512,5.435246706,5.000889063,4.957230568,5.110462952
22,9,5.835407257,5.697201729,5.769179821,5.6434443,5.698134184,5.588242054,5.772861242,5.758908272,5.862394333,5.848071575,5.747384477
22,9,5.614907265,5.967714071,5.819232225,5.883635044,5.889048576,5.868288279,5.812296867,5.783738852,5.705066442,5.946403265,5.829033089
23,2,1.320797682,1.311039925,1.280142784,1.390285969,1.31114459,1.256195068,1.287369013,1.35090661,1.29967308,1.404990435,1.321254516
23,3,1.851287127,2.186320543,1.804313898,1.836139917,1.909938335,1.947143555,1.839038134,1.989546061,1.899555206,1.856561899,1.911984468
23,3,1.833333254,1.919888973,2.040750027,1.877181292,1.961017609,1.950364828,1.9182024,2.013178349,1.830070019,1.910165548,1.92541523
23,3,1.920533895,1.912160635,2.127782583,1.887896538,1.88977313,2.028073311,1.913966894,1.896892071,2.035632849,1.879969597,1.94926815
23,4,2.820413828,2.560935736,2.492999792,2.555856228,2.512909412,2.616301298,2.505626678,2.690376282,2.439588547,2.591030359,2.578603816
23,4,2.608030558,2.547693014,2.488383055,2.699349403,2.473291636,2.537517071,2.523482561,2.510082245,2.564497948,2.688268423,2.564059591
23,5,3.21851778,3.100184441,3.304032564,3.072346687,3.291581392,3.230173111,3.048254728,3.180342913,3.351532221,3.269113302,3.206607914
23,8,5.081189871,5.138102531,5.112237692,5.185406923,5.178189039,5.096906662,5.330850601,5.130835533,4.999893904,5.096764803,5.135037756
24,4,2.586162806,2.671158791,2.498874903,2.599650621,2.413431644,2.628911972,2.386722088,2.537743807,2.563970804,2.651213884,2.553784132
24,4,2.535013914,2.748960495,2.515852451,2.677723408,2.459204912,2.563470602,2.410880089,2.691114187,2.569924593,2.812982798,2.598512745
24,5,3.493188858,3.163282871,3.473602533,3.387865305,3.135005713,3.277554035,3.213405371,3.276125193,3.35461092,2.954557896,3.272919869
24,6,4.2962749,4.12905097,4.116760015,4.098392725,3.833663464,3.977976322,3.761842012,3.723324299,3.927349329,3.94559288,3.981022692
24,6,3.822050333,3.988120556,3.74715066,3.88040638,3.826725483,3.920922518,4.144159794,4.72480154,4.642234087,4.336370468,4.103294182
24,9,5.872254372,5.603224039,5.720990896,5.722187281,5.719564676,5.669338703,5.611361027,5.636373997,5.778539658,5.820998907,5.715483356
24,9,5.790431976,6.759857893,6.564288855,6.109155655,5.84974122,5.756716013,5.626995564,5.803177595,5.666530848,5.725603819,5.965249944
24,9,5.925830603,5.654518604,5.606877089,5.624494314,5.770302773,5.702778816,5.756765842,5.836216211,5.597212791,5.452109814,5.692710686
25,4,2.573945522,2.517866373,2.422783613,2.559525728,2.466316938,2.837332964,2.437255383,2.606688738,2.456583261,2.632480621,2.551077914
25,4,2.447163582,2.552548885,2.62261343,2.418940783,2.563107967,2.415963411,2.613201618,2.423920631,2.576153755,2.396831751,2.503044581
25,4,2.590545177,2.594748259,2.586752892,2.387304068,2.55315733,2.505660534,2.560195923,2.599225521,2.613764048,2.409664392,2.540101814
25,4,2.551974535,2.569272995,2.504463673,2.545240164,2.582722425,2.559843063,2.638417244,2.676445723,2.466128111,2.962334394,2.605684233
25,4,2.187877178,2.238761902,2.310250044,2.361304045,2.271664858,2.195890903,2.158011913,2.40807128,2.195013762,2.164788008,2.249163389
25,6,3.83842802,3.790334463,3.70066762,3.980001211,4.128542185,4.136945963,3.66382885,3.843871832,3.855022192,3.74398756,3.86816299
25,9,6.226693392,6.315261602,5.90311265,5.865466118,5.804889917,5.746501207,6.009376526,5.81392169,5.683217049,6.002588749,5.93710289
25,9,5.788128376,5.69452548,5.624099493,5.726190329,5.577391386,5.89283061,5.692891598,5.660341024,5.764838696,5.783254147,5.720449114
25,9,5.720000744,5.886407375,5.79573822,5.777197123,5.713403463,5.75909996,5.746403217,5.734904528,5.845499277,6.491389751,5.847004366
26,2,1.38132596,1.279136181,1.351606846,1.291958094,1.379106522,1.407580614,1.317750216,1.26086545,1.469181776,1.280820608,1.341933227
26,3,1.983403683,1.906618357,2.034260035,1.979608536,2.035978317,2.047456264,1.874352932,1.906892538,2.154265881,1.942843437,1.986567998
26,4,2.97429204,2.472994566,2.704280138,2.524764299,2.643205643,2.599242926,2.772885084,2.596213818,2.68364954,2.483914614,2.645544267
26,5,3.340642214,3.257106304,3.161647558,3.220511675,3.168429375,3.162978172,3.19570899,3.29227066,3.238228083,3.203108788,3.224063182
26,5,3.241244793,3.131367445,3.300539255,3.232021093,3.129253149,3.356775522,3.082144022,3.146287918,3.233851194,3.095794678,3.194927907
26,6,3.746242046,3.829896688,3.874444246,3.874712706,3.77931571,3.810387373,4.017196178,3.967237473,3.933214426,3.951030254,3.87836771
26,7,4.828199625,4.697541714,4.529121399,4.460972786,4.614529371,4.555660486,4.473423958,4.458129168,4.55407238,4.447238684,4.561888957
26,7,4.506866693,4.707210064,4.6137743,4.506412268,4.420510292,4.522860765,4.449778795,4.466886282,4.441066265,4.583515406,4.521888113
26,7,4.554411173,4.448591232,4.457253933,4.59872508,4.579630375,4.340845108,4.636488676,4.448285818,4.519252777,4.456462145,4.503994632
26,9,6.158562183,6.056624889,6.250873566,5.835995436,5.740977526,5.67844677,5.665624857,5.596160412,5.701939583,5.842363119,5.852756834
27,2,1.373208046,1.550398111,1.274492741,1.483388186,1.498899937,1.354003191,1.371893406,1.226753712,1.430237055,1.239563704,1.380283809
27,2,1.276601553,1.301650763,1.39654541,1.328788757,1.306664467,1.245246172,1.417310715,1.217231989,1.410151005,1.302860022,1.320305085
27,5,3.28605938,3.143989325,3.356561661,3.367846727,3.254690409,3.333589077,3.223721266,3.146872997,3.308341265,3.267322779,3.268899488
27,5,3.213609934,3.120661736,3.273774385,3.401859999,3.183561563,3.223298311,3.323539495,3.288048029,3.427345037,3.111012697,3.256671119
28,3,2.108127594,1.990139008,1.982558012,2.013725042,1.922585249,2.05394578,1.955966473,1.9853127,1.992652893,1.909990788,1.991500354
28,4,2.436561346,2.644885778,2.707387686,2.900703669,2.666952133,2.900974751,2.716457367,2.72725606,2.81749177,2.913696527,2.743236709
28,5,3.184190512,3.197156906,3.240832567,3.4328022,3.124587536,3.205083847,3.327578068,3.215798378,3.365615845,3.409772873,3.270341873
29,3,1.938259125,2.004047871,1.950645447,2.020869732,1.983383179,1.920623779,1.925718784,2.144010067,2.17722249,2.049010038,2.011379051
29,4,2.718786955,2.560593128,2.646873236,2.481114864,2.632701397,2.531453609,2.773571253,2.659512997,2.725725174,2.853275776,2.658360839
29,4,3.131243706,3.191931248,2.938580275,2.931702852,2.786329746,2.685316086,3.441246986,3.080517769,2.626786947,3.327266216,3.014092183
29,4,2.20590353,2.221035719,2.349265575,2.257819176,2.178973675,2.330992699,2.268352509,2.36005044,2.25928545,2.266624689,2.269830346
29,5,3.374475718,3.279414892,3.488288164,3.413662195,3.215953827,3.336628199,3.372513533,3.197858572,3.438919067,3.268578291,3.338629246
29,6,3.78845644,3.972812414,3.918848515,3.83353281,3.696797848,3.874126434,3.91535306,3.978029013,4.039125443,3.835535288,3.885261726
29,6,3.796272993,3.818915129,3.929938078,3.807744741,3.93448782,3.722893238,3.723190069,3.816014767,3.923727036,3.73341465,3.820659852
29,6,3.886405468,3.683772564,3.933551788,3.936481714,3.689807177,3.860171318,3.863430262,3.88630414,3.71803546,3.923139811,3.83810997
29,7,4.245569468,4.409671783,4.399218798,4.554630756,4.147751808,4.469396114,4.561086416,4.451010227,4.415906429,4.401830912,4.405607271
29,7,4.497000217,4.68342948,4.587817669,4.750772238,4.514699459,4.60812664,4.628535509,4.644368649,4.517671347,4.49145031,4.592387152
30,3,1.952168941,2.051707983,1.8807652,2.006956816,2.066015482,1.894299984,2.027253628,1.956790924,1.917997599,2.09218359,1.984614015
30,5,3.204043627,3.114567041,3.334186554,3.311611414,3.183606625,3.373814344,3.061482668,3.420999527,3.297905684,3.171679258,3.247389674
30,8,5.320672274,5.154762983,5.203957319,5.268498182,5.311722517,5.357493639,5.255027533,5.212934971,5.266384363,5.115805864,5.246725965
31,3,1.675113678,1.684383631,1.689558744,1.75335288,1.670017958,1.674770832,1.688591003,1.783451796,1.67393136,1.739439011,1.703261089
31,8,5.008639574,5.112062931,5.130017042,4.956977367,4.983378887,5.208038092,5.37869072,5.518321753,5.112034082,5.139631987,5.154779243
32,6,3.736584425,3.910316706,3.862295389,3.889930964,3.860636711,3.913407564,4.065008879,3.985731363,3.809198856,3.90927434,3.89423852
32,6,3.983562946,3.98466897,4.227375746,3.990239859,4.028724194,3.891642094,3.942789078,3.869149446,3.925927401,3.928504229,3.977258396
32,8,5.287720919,5.151041746,5.266015053,5.213089228,5.235162497,5.214323044,5.125432253,5.25587678,5.041696548,5.037391663,5.182774973
32,8,5.050493002,5.241865635,5.144102335,5.294245958,5.04471302,5.166161537,5.328666687,5.349399567,5.095518112,5.175515652,5.189068151
33,2,1.293267727,1.471607208,1.356697321,1.269212961,1.466885805,1.489018202,1.349912167,1.365720749,1.408402443,1.471318722,1.39420433
33,3,1.960002899,1.913760424,2.049807787,2.18525672,1.966511488,2.235187054,1.923750877,1.955197334,2.068702698,1.944004297,2.020218158
33,4,2.533864021,2.639916182,2.786442518,2.571313381,2.662779331,2.553336382,2.81182766,2.523154497,2.799079418,2.575474739,2.645718813
33,4,2.622347355,2.583078384,2.729255199,2.496448755,2.66196537,2.436843634,2.828787327,3.115938425,2.677695036,2.499027729,2.665138721
33,5,2.90558815,2.825584173,2.864550829,2.956402302,3.082829475,2.941992998,2.953760624,2.943700314,2.999779224,2.858230114,2.93324182
33,6,3.966153622,4.066077709,3.899367571,3.824864626,3.819516182,3.993967056,3.894710779,3.783374071,3.981482506,3.873320341,3.910283446
33,7,4.58851409,4.457672358,4.616811514,4.545556784,4.404318094,4.479583263,4.454476595,4.627850771,4.551170588,4.673666,4.539962006
33,7,4.502808809,4.478392363,4.330177307,4.388718128,4.524760723,4.515076876,4.566288471,4.464021206,4.410911322,4.298912287,4.448006749
33,7,4.797414541,4.692303419,4.730957985,4.484011412,4.425370455,4.42872715,4.547122955,4.554039717,4.282820225,4.657773495,4.560054135
33,9,5.770579576,5.855627537,5.814882517,5.725932837,5.778461218,5.633056641,5.848052502,5.902084351,5.957479239,5.787956715,5.807411313
34,3,2.142266512,2.079250574,2.043597937,2.079341412,2.043906927,2.078087807,2.168502569,2.159020901,2.062636375,1.970701218,2.082731223
34,5,3.344393015,3.222875118,3.246850014,3.310874939,3.171659946,3.305060148,3.242400169,3.135480881,3.228338718,3.371093988,3.257902694
34,6,3.754356861,5.130611897,4.523935556,4.585605383,4.264187336,3.997050047,3.676697969,3.852337599,3.872915506,3.984224558,4.164192271
34,6,3.836250305,3.755573988,3.8428514,3.830530405,3.910808086,3.77074337,3.879010677,3.832351208,4.259551764,4.161218882,3.907889009
34,7,4.553851366,4.667541027,4.744067669,4.471836329,4.552247763,4.524825096,4.622941256,4.516263962,4.647257328,4.694573164,4.599540496
35,4,2.250580549,2.279987574,2.375622272,2.201832533,2.317797899,2.310614586,2.246209383,2.197664261,2.208160877,2.385558844,2.277402878
35,5,3.312427044,3.159965754,3.192205667,3.408097267,3.105104923,3.298246384,3.409640312,3.221975803,3.335161448,3.17570281,3.261852741
35,7,4.690368891,4.549891949,4.447828531,4.480313063,4.482391596,4.341716766,4.34086442,4.454414845,4.715603352,4.597158909,4.510055232
36,3,1.99959445,1.969683886,1.943028927,2.172431469,2.014226437,2.121006489,1.915871382,2.01533699,2.091036558,1.92433691,2.01665535
36,4,2.78535676,2.506548405,2.898393393,2.640325546,2.591289759,2.523363113,2.567816734,2.53049922,2.727690935,2.590569258,2.636185312
36,5,3.229519606,3.189959764,3.21616888,3.28219223,3.14132309,3.19864893,3.266622305,3.172239065,3.396138668,3.074047565,3.21668601
36,7,4.500661612,4.507255793,4.550815105,4.495997906,4.310678959,4.469905138,4.638095856,4.589398861,4.4632864,4.570251942,4.509634757
37,2,1.409187555,1.556847572,1.384199619,1.302635431,1.297972202,1.456709862,1.362531662,1.322817087,1.277798414,1.482743502,1.385344291
37,6,3.891636372,4.074641466,3.913257837,4.052013159,4.138040781,4.322415829,4.000416279,3.995752335,4.097378016,4.138665199,4.062421727
37,7,4.456625938,4.58891511,4.495205402,4.594884872,4.584427357,4.309939384,4.513293028,4.358208895,4.396749973,4.665605783,4.496385574
38,4,2.612552404,2.607135534,2.758104086,2.554904938,2.670853853,2.698266029,2.858021021,2.769293547,2.853564739,2.672800541,2.705549669
38,4,2.694133759,2.601271629,2.792320728,2.626205206,2.838469028,2.623031378,2.776854992,2.692734003,2.726028919,2.684717894,2.705576754
38,5,3.098706484,2.877076387,3.071778297,3.235007524,3.065280437,2.958852291,3.065083742,2.969288349,2.898343325,2.864081144,3.010349798
38,7,4.598111868,4.639155388,4.573765039,4.542491913,4.510316849,4.591846228,4.412916899,4.503581285,4.515274286,4.587985516,4.547544527
