transitions,roles,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,build_time
7,2,1.22082901,1.292356014,1.283361197,1.252855301,1.247615576,1.329819679,1.24458909,1.223096848,1.179623604,1.224006891,1.249815321
7,2,1.205485582,1.196547985,1.25715065,1.335544348,1.268217325,1.237444878,1.222001076,1.362674952,1.227024317,1.22535038,1.253744149
7,2,1.227414846,1.256951571,1.186670065,1.258499146,1.162857056,1.361392975,1.213872671,1.326173306,1.291359186,1.295686007,1.258087683
7,2,1.268769741,1.324263573,1.400700569,1.253409147,1.339770794,1.184685946,1.234196901,1.321382523,1.186370134,1.197890282,1.271143961
7,2,1.209224463,1.23042798,1.326648474,1.26631999,1.329516172,1.225855589,1.322669506,1.260187149,1.221800566,1.236966372,1.262961626
7,2,1.18966794,1.248528242,1.171045065,1.349028349,1.202074289,1.295255184,1.19503665,1.306173325,1.348616123,1.187675238,1.24931004
7,2,1.407435417,1.254741192,1.150102377,1.339633942,1.267374516,1.317231417,1.2904706,1.282651186,1.197906256,1.323377371,1.283092427
7,2,1.439559698,1.246945381,1.161276579,1.353005409,1.382167101,1.215606928,1.273208141,1.283537388,1.377927303,1.202098846,1.293533278
7,3,1.850857496,1.930976868,1.903874159,1.865774155,1.982610941,1.744766951,1.993484735,1.982356548,1.765641212,1.935403824,1.895574689
7,3,1.917711496,1.814757586,1.8952806,1.914344549,1.941052437,1.964324951,1.817434072,1.794449329,2.013888359,1.780456305,1.885369968
7,3,1.881500006,1.804383278,1.94818306,1.933996439,1.858777285,1.88147378,1.830484629,1.948160648,1.864103317,1.979919195,1.893098164
7,3,1.85010004,2.084012747,1.852268219,1.97496295,2.008563757,1.862120867,1.980648518,1.820106268,1.810204268,1.994624376,1.923761201
7,3,2.059315205,1.82608676,1.801402807,1.965840816,1.915011644,1.790378571,2.028963089,1.912620544,1.961495638,1.828345537,1.908946061
8,1,0.648709297,0.695637703,0.594245434,0.634853125,0.633991718,0.591462612,0.617333412,0.596688509,0.604241133,0.723226547,0.634038949
8,1,0.64276886,0.586939573,0.610907316,0.618709326,0.602447271,0.675080538,0.645313501,0.622547388,0.608979702,0.601608515,0.621530199
8,1,0.624190807,0.615185022,0.600346327,0.624491692,0.572484255,0.644229174,0.647719383,0.657423735,0.632122517,0.612942457,0.623113537
8,2,1.317618132,1.26190424,1.203774214,1.221696854,1.328055859,1.182070732,1.202584028,1.212243319,1.352563143,1.228663206,1.251117373
8,2,1.239584684,1.229117155,1.353571653,1.380069256,1.259051323,1.192262173,1.28265667,1.261312962,1.272720098,1.260672092,1.273101807
8,2,1.353559971,1.235653162,1.399482489,1.348591805,1.241727114,1.276015759,1.363801479,1.348762751,1.186707735,1.251475096,1.300577736
8,2,1.327231169,1.310634851,1.197033644,1.220956564,1.213783503,1.40293169,1.228067636,1.203123093,1.218364954,1.359765768,1.268189287
8,3,1.792806149,1.964713335,1.831987619,1.786540508,1.824262619,1.784751892,1.987326145,1.926362753,1.826373339,1.981719255,1.870684361
8,3,1.810497999,1.960704327,1.860489368,1.782601595,1.946605921,1.835743904,2.186079979,1.99771452,1.825409651,2.040100098,1.924594736
8,3,2.053287506,1.842677832,1.842507839,2.045756102,1.768311262,2.04230547,1.878624201,1.829749584,1.999296665,1.947535753,1.925005221
8,4,2.396584988,2.602617502,2.393929243,2.609102249,2.447386742,2.583031178,2.435184479,2.549689054,2.407585144,2.4827981,2.490790868
8,4,2.427628279,2.620433807,2.418030262,2.631575108,2.433899164,2.640044212,2.528365612,2.52056241,2.547198057,2.57710886,2.534484577
8,4,2.626494646,2.416514397,2.624243021,2.466710091,2.473553419,2.543914795,2.417223454,2.536481857,2.440395594,2.585020065,2.513055134
8,5,3.371243,3.219787598,3.258597136,3.320359945,3.195173025,3.332497597,3.339769602,3.047293901,3.440636873,3.053277254,3.257863593
9,1,0.613346338,0.623182774,0.592375278,0.735933065,0.621957302,0.585974693,0.617392778,0.677690506,0.610180855,0.622232437,0.630026603
9,1,0.601664305,0.615077257,0.602774382,0.827012539,0.634479523,0.641202927,0.733870268,0.57732749,0.640292406,0.625744343,0.649944544
9,1,0.610672951,0.903819561,0.675890923,0.731971025,0.642101765,0.606101274,0.601782084,0.635536194,0.619593859,0.600930929,0.662840056
9,2,1.184296608,1.207130432,1.430902004,1.357576609,1.202321529,1.256568909,1.377614737,1.24693799,1.350765944,1.25168705,1.286580181
9,2,1.245651245,1.345482826,1.23914957,1.314670324,1.242751122,0.990907431,1.237844706,1.334573269,1.236673117,1.372379541,1.256008315
9,2,1.244843483,1.355185509,1.263255358,1.298086405,1.296343803,1.42154932,1.237141371,1.232678652,1.320961952,1.352308035,1.302235389
9,3,1.935139894,1.797056675,1.819849253,1.92829752,1.849411249,1.83552599,1.966868162,1.839154243,1.862853289,1.890531301,1.872468758
9,3,1.808475971,1.883882761,1.81469512,1.791897297,1.908144951,1.914982319,1.829000235,1.899461508,1.899783134,1.826575518,1.857689881
9,3,1.940560818,1.895419359,2.043474913,2.147575617,2.014592409,2.214229584,2.12267971,2.079319954,2.106168509,2.014244318,2.057826519
9,3,2.129215956,2.064781904,1.997861385,2.162497044,1.787286997,1.801771164,1.938587427,1.815382481,1.866708517,1.977869034,1.954196191
9,3,1.94105649,1.770899534,1.780529261,1.924951315,1.808734894,1.793002605,2.044337034,1.825816154,1.81497097,1.920260191,1.862455845
9,3,1.813998222,1.89659977,1.973623037,1.974087715,1.908013821,1.930187225,1.933063745,2.004036665,1.884651661,1.874148369,1.919241023
9,3,2.043237209,1.83975029,1.842504501,2.006762266,1.810315132,1.971768618,1.843426466,1.926547289,1.970059395,1.801035166,1.905540633
9,4,2.436373472,2.461557627,2.404309988,2.41486311,2.542081833,2.584428072,2.673042059,2.523457766,2.556680441,2.398417473,2.499521184
9,4,2.488101482,2.64086628,2.453158855,2.711329937,2.403609514,2.506271124,2.494612217,2.423309088,2.400771856,2.404628277,2.492665863
9,4,2.578287125,2.565341711,2.545989513,2.398578405,2.634403229,2.462204695,2.745410204,2.414891958,2.581775665,2.687018156,2.561390066
9,4,2.593115091,2.551644802,2.626671791,2.518630981,2.58483696,2.573338032,2.707422018,2.423517704,2.592079401,2.397415638,2.556867242
9,4,2.64027977,2.409261942,2.640241861,2.467169762,2.601189613,2.40276742,2.561218023,2.651722431,2.743009329,2.804195166,2.592105532
10,2,1.389087915,1.381291151,1.157781124,1.212970018,1.315341949,1.311557055,1.297232151,1.207173347,1.206659317,1.301357985,1.278045201
10,2,1.236666918,1.270235538,1.204365969,1.3325243,1.252305746,1.237692356,1.219955206,1.26322794,1.435017347,1.336217642,1.278820896
10,2,1.254229307,1.305995464,1.340217829,1.285931587,1.244655609,1.237388372,1.315245152,1.202398062,1.262814999,1.333702087,1.278257847
10,2,1.328826189,1.24828577,1.225131512,1.312183619,1.232743979,1.443506956,1.229052544,1.158167601,1.275220871,1.350449085,1.280356812
10,2,1.242309809,1.397177696,1.190434694,1.231726885,1.264161587,1.373852015,1.281620264,1.221250057,1.281369686,1.373316765,1.285721946
10,3,1.914394617,1.734188795,1.863827229,1.950968981,1.817318439,1.824386597,1.79457593,1.79271102,1.914885044,1.897821426,1.850507808
10,3,2.078936815,1.896640539,1.857260942,1.986724138,1.80463624,1.885601997,2.066953421,1.76204443,1.831112385,1.942668438,1.911257935
10,3,1.946938992,1.804825306,1.821688652,2.00244236,1.912189722,1.953996658,1.990629673,1.831842899,1.947660923,1.917938709,1.913015389
10,3,2.082134962,1.84149456,1.842856169,1.966736078,1.845591784,1.840662241,1.973424911,1.802067757,1.865537643,1.895736456,1.895624256
10,3,2.00645256,1.790348053,1.831828594,2.079741001,1.865972996,1.827250004,1.966305256,1.878203154,2.0134902,1.936384439,1.919597626
10,4,2.48195076,2.535706043,2.462107182,2.521891832,2.508069992,2.55741334,2.568707943,2.465483427,2.575830936,2.455626488,2.513278794
10,4,2.650681257,2.515155077,2.776656151,2.36564517,2.48092103,2.325371981,2.467835188,2.363266706,2.476391554,2.541790724,2.496371484
10,4,2.451731205,2.747280121,2.594609976,2.553405762,2.532286167,2.716160059,2.474138021,2.62165904,2.491571903,2.52060914,2.57034514
10,4,2.557804346,2.436569214,2.614883661,2.424837351,2.613457918,2.568107605,2.693359613,2.413773298,2.476120472,2.475031137,2.527394462
10,4,2.573177814,2.574605465,2.460680723,2.514528513,2.472168684,2.561494827,2.535756111,2.570321083,2.433212042,2.55973649,2.525568175
10,4,2.592947006,2.559892416,2.742831945,2.533364296,2.572123289,2.43696332,2.685656548,2.443272829,2.617139578,2.476874352,2.566106558
10,4,2.385961771,2.569726229,2.480399609,2.547064781,2.498230934,2.680470705,2.431900501,2.641957045,2.402796268,2.638217688,2.527672553
10,5,3.150716066,3.229279757,3.196329117,3.049806595,3.319930077,3.064290047,3.319669724,3.221994638,3.0962286,3.239034176,3.18872788
10,5,3.157325745,3.005246639,3.06598568,3.115156174,2.944947958,3.260399342,3.085886717,3.329449892,3.172047615,3.224725723,3.136117148
10,6,3.771748543,3.629004717,3.794718742,3.884192228,3.720056772,3.592915535,3.822049856,3.735835314,3.728238583,3.694240093,3.737300038
11,2,1.234547853,1.354593754,1.339989662,1.22061491,1.251756907,1.247380257,1.410498857,1.208525419,1.253212452,1.221358299,1.274247837
11,2,1.234348536,1.159315825,1.220700979,1.366294146,1.299687147,1.229082346,1.247532368,1.408469677,1.233718872,1.263253212,1.266240311
11,2,1.225563526,1.253934622,1.346347809,1.232673168,1.253831863,1.199449301,1.363298655,1.240045547,1.311533213,1.253689051,1.268036675
11,2,1.218740463,1.206370592,1.44729948,1.360506296,1.405240536,1.438028097,1.449301004,1.373512983,1.471674919,1.455054045,1.382572842
11,3,1.95837307,1.770341396,1.797215223,1.958353043,1.808096409,1.91374135,1.929560423,1.795565844,2.053753376,2.026614904,1.901161504
11,3,1.782435894,1.816473484,1.941609621,1.847771883,1.830881596,2.052149534,1.86229825,1.821704149,1.943499327,1.834908009,1.873373175
11,3,1.896676779,1.945369005,1.766562223,2.091710806,1.847571135,1.816813946,1.895733833,1.840891123,1.874300718,1.963790417,1.893941998
11,3,1.946531773,1.815938473,1.974494457,1.82348299,1.828891039,1.948714495,1.888098955,1.859539986,1.896667004,1.890643835,1.887300301
11,3,1.942651033,1.803480864,1.960157394,1.983468533,1.865607738,1.864431143,2.095697641,1.885428905,1.938622475,1.876905203,1.921645093
11,3,1.886248589,1.88821578,2.005678654,1.820721149,1.830411434,1.955474138,1.814939499,1.989590406,1.886543751,1.805803061,1.888362646
11,3,1.967025518,1.836878777,1.891696692,2.122609377,2.315196753,2.034120798,1.899217606,1.833387852,2.163504124,1.862968206,1.99266057
11,3,1.966963291,1.861162663,1.858386517,2.091982603,1.939802408,1.850267172,2.063515186,1.905940056,1.965973139,1.898321629,1.940231466
11,3,1.984576702,1.839043379,1.790818453,1.933307409,1.78877759,1.833692312,1.954428911,1.85021019,1.817166805,1.941066027,1.873308778
11,4,2.644855499,2.511066198,2.463997126,2.497364759,2.333528996,2.666589499,2.387177467,2.46696496,2.511357307,2.537735224,2.502063704
11,4,2.457073927,2.532235146,2.393783331,2.604043961,2.424973249,2.671731472,2.567964554,2.600281954,2.423738956,2.589247704,2.526507425
11,4,2.442267418,2.567939043,2.684113264,2.653859138,2.474394083,2.697053194,2.454182386,2.570420504,2.432152748,2.417976856,2.539435863
11,4,2.507798195,2.589765549,2.5914464,2.559602022,2.428445101,2.511938095,2.364814281,2.527905941,2.522277355,2.606965065,2.5210958
11,4,2.570118666,2.611468077,2.500252485,2.592721224,2.471091747,2.602067471,2.442016602,2.499124765,2.523496866,2.600326538,2.541268444
11,4,2.471641302,2.58077693,2.433903456,2.586751699,2.414528608,2.704541206,2.554377079,2.712089062,2.516138077,2.526414156,2.550116158
12,1,0.585782528,0.604234695,0.607791185,0.606577635,0.612813473,0.650928259,0.646417379,0.695723057,0.59499526,0.651673079,0.625693655
12,2,1.220953465,1.170861244,1.248290062,1.337579012,1.346985817,1.189624786,1.230187178,1.38877511,1.219080448,1.247365475,1.25997026
12,3,1.839103699,1.814513445,1.946414471,1.854741812,1.808439732,1.923699856,1.797349215,1.814582825,1.888522625,1.805876017,1.849324369
12,3,1.930810452,1.8358109,1.9151299,1.815202951,1.829016209,1.956863165,1.84035182,1.872596979,1.95319438,1.839206219,1.878818297
12,4,2.43096137,2.649254799,2.429215431,2.61594224,2.39799428,2.566948414,2.437515259,2.753436327,2.399861574,2.672001362,2.535313106
