transitions,roles,build_time,valid_run,valid_run_time,valid_query,name
11,2,1.325948238,True,0.155065775,E<> trueGlobalLog[0].eventID == R3553_e_2_ID and trueGlobalLog[1].eventID == R3553_e_4_ID and trueGlobalLog[2].eventID == R3553_e_8_ID and trueGlobalLog[3].eventID == R3553_e_3_ID and trueGlobalLog[4].eventID == R3553_e_6_ID and trueGlobalLog[4].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_10_commands\62_max_20_roles_max_10_commands\62_max_20_roles_max_10_commands.json
12,3,1.586443663,True,0.146672249,E<> trueGlobalLog[0].eventID == R48_e_0_ID and trueGlobalLog[1].eventID == R47_e_2_ID and trueGlobalLog[2].eventID == R48_e_3_ID and trueGlobalLog[3].eventID == R47_e_6_ID and trueGlobalLog[4].eventID == R47_e_4_ID and trueGlobalLog[5].eventID == R48_e_2_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\3_max_5_roles_max_10_commands\3_max_5_roles_max_10_commands.json
12,4,2.031599045,True,0.169567347,E<> trueGlobalLog[0].eventID == R204_e_0_ID and trueGlobalLog[1].eventID == R202_e_0_ID and trueGlobalLog[2].eventID == R201_e_3_ID and trueGlobalLog[3].eventID == R202_e_1_ID and trueGlobalLog[4].eventID == R204_e_1_ID and trueGlobalLog[5].eventID == R201_e_2_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_5_commands\22_max_5_roles_max_5_commands\22_max_5_roles_max_5_commands.json
12,4,2.007059097,True,0.18225646,E<> trueGlobalLog[0].eventID == R273_e_1_ID and trueGlobalLog[1].eventID == R274_e_2_ID and trueGlobalLog[2].eventID == R275_e_0_ID and trueGlobalLog[3].eventID == R275_e_3_ID and trueGlobalLog[4].eventID == R275_e_2_ID and trueGlobalLog[5].eventID == R274_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_5_commands\30_max_5_roles_max_5_commands\30_max_5_roles_max_5_commands.json
12,4,2.015502214,True,0.183157921,E<> trueGlobalLog[0].eventID == R305_e_2_ID and trueGlobalLog[1].eventID == R305_e_0_ID and trueGlobalLog[2].eventID == R306_e_3_ID and trueGlobalLog[3].eventID == R306_e_0_ID and trueGlobalLog[4].eventID == R306_e_1_ID and trueGlobalLog[5].eventID == R307_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_5_commands\32_max_5_roles_max_5_commands\32_max_5_roles_max_5_commands.json
12,3,1.616422176,True,0.150555611,E<> trueGlobalLog[0].eventID == R407_e_1_ID and trueGlobalLog[1].eventID == R407_e_0_ID and trueGlobalLog[2].eventID == R406_e_2_ID and trueGlobalLog[3].eventID == R407_e_2_ID and trueGlobalLog[4].eventID == R406_e_3_ID and trueGlobalLog[5].eventID == R407_e_3_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_5_commands\42_max_5_roles_max_5_commands\42_max_5_roles_max_5_commands.json
12,5,3.004295826,True,0.20884037,E<> trueGlobalLog[0].eventID == R1262_e_1_ID and trueGlobalLog[1].eventID == R1260_e_1_ID and trueGlobalLog[2].eventID == R1259_e_0_ID and trueGlobalLog[3].eventID == R1259_e_1_ID and trueGlobalLog[4].eventID == R1261_e_1_ID and trueGlobalLog[4].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_10_commands\42_max_10_roles_max_10_commands\42_max_10_roles_max_10_commands.json
12,6,3.284020424,True,0.252091169,E<> trueGlobalLog[0].eventID == R601_e_1_ID and trueGlobalLog[1].eventID == R602_e_0_ID and trueGlobalLog[2].eventID == R600_e_1_ID and trueGlobalLog[3].eventID == R602_e_3_ID and trueGlobalLog[4].eventID == R598_e_0_ID and trueGlobalLog[5].eventID == R600_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\33_max_10_roles_max_5_commands\33_max_10_roles_max_5_commands.json
12,5,3.784138203,True,0.265784025,E<> trueGlobalLog[0].eventID == R1044_e_1_ID and trueGlobalLog[1].eventID == R1043_e_0_ID and trueGlobalLog[2].eventID == R1042_e_0_ID and trueGlobalLog[3].eventID == R1041_e_0_ID and trueGlobalLog[4].eventID == R1044_e_0_ID and trueGlobalLog[5].eventID == R1040_e_2_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\60_max_10_roles_max_5_commands\60_max_10_roles_max_5_commands.json
12,5,3.651830196,True,0.282390356,E<> trueGlobalLog[0].eventID == R1060_e_2_ID and trueGlobalLog[1].eventID == R1060_e_1_ID and trueGlobalLog[2].eventID == R1061_e_1_ID and trueGlobalLog[3].eventID == R1059_e_1_ID and trueGlobalLog[4].eventID == R1060_e_3_ID and trueGlobalLog[5].eventID == R1059_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\61_max_10_roles_max_5_commands\61_max_10_roles_max_5_commands.json
12,4,2.563830853,True,0.222084999,E<> trueGlobalLog[0].eventID == R2459_e_3_ID and trueGlobalLog[1].eventID == R2462_e_0_ID and trueGlobalLog[2].eventID == R2462_e_2_ID and trueGlobalLog[3].eventID == R2460_e_0_ID and trueGlobalLog[4].eventID == R2461_e_1_ID and trueGlobalLog[5].eventID == R2459_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_10_commands\42_max_20_roles_max_10_commands\42_max_20_roles_max_10_commands.json
12,2,1.15367794,True,0.129012585,E<> trueGlobalLog[0].eventID == R17208_e_8_ID and trueGlobalLog[1].eventID == R17208_e_3_ID and trueGlobalLog[2].eventID == R17208_e_2_ID and trueGlobalLog[3].eventID == R17208_e_0_ID and trueGlobalLog[4].eventID == R17209_e_2_ID and trueGlobalLog[5].eventID == R17208_e_6_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_20_commands\173_max_20_roles_max_20_commands\173_max_20_roles_max_20_commands.json
12,1,0.516676188,True,0.111516953,E<> trueGlobalLog[0].eventID == R2205_e_7_ID and trueGlobalLog[1].eventID == R2205_e_6_ID and trueGlobalLog[2].eventID == R2205_e_10_ID and trueGlobalLog[3].eventID == R2205_e_4_ID and trueGlobalLog[4].eventID == R2205_e_3_ID and trueGlobalLog[5].eventID == R2205_e_5_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_20_commands\20_max_20_roles_max_20_commands\20_max_20_roles_max_20_commands.json
13,3,1.347118139,True,0.144861221,E<> trueGlobalLog[0].eventID == R1_e_4_ID and trueGlobalLog[1].eventID == R0_e_0_ID and trueGlobalLog[2].eventID == R1_e_2_ID and trueGlobalLog[3].eventID == R2_e_3_ID and trueGlobalLog[4].eventID == R1_e_0_ID and trueGlobalLog[5].eventID == R2_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\0_max_5_roles_max_10_commands\0_max_5_roles_max_10_commands.json
13,3,1.515761614,True,0.168130159,E<> trueGlobalLog[0].eventID == R679_e_3_ID and trueGlobalLog[1].eventID == R679_e_2_ID and trueGlobalLog[2].eventID == R678_e_0_ID and trueGlobalLog[3].eventID == R679_e_5_ID and trueGlobalLog[4].eventID == R678_e_1_ID and trueGlobalLog[5].eventID == R679_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\44_max_5_roles_max_10_commands\44_max_5_roles_max_10_commands.json
13,2,1.069576025,True,0.131155014,E<> trueGlobalLog[0].eventID == R846_e_4_ID and trueGlobalLog[1].eventID == R846_e_5_ID and trueGlobalLog[2].eventID == R845_e_3_ID and trueGlobalLog[3].eventID == R846_e_2_ID and trueGlobalLog[4].eventID == R846_e_0_ID and trueGlobalLog[5].eventID == R846_e_6_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\55_max_5_roles_max_10_commands\55_max_5_roles_max_10_commands.json
13,3,1.649581432,True,0.151515245,E<> trueGlobalLog[0].eventID == R1042_e_0_ID and trueGlobalLog[1].eventID == R1044_e_2_ID and trueGlobalLog[2].eventID == R1044_e_4_ID and trueGlobalLog[3].eventID == R1042_e_2_ID and trueGlobalLog[4].eventID == R1044_e_1_ID and trueGlobalLog[5].eventID == R1043_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\71_max_5_roles_max_10_commands\71_max_5_roles_max_10_commands.json
13,3,1.52259326,True,0.160991192,E<> trueGlobalLog[0].eventID == R1073_e_0_ID and trueGlobalLog[1].eventID == R1073_e_4_ID and trueGlobalLog[2].eventID == R1073_e_7_ID and trueGlobalLog[3].eventID == R1075_e_1_ID and trueGlobalLog[4].eventID == R1074_e_0_ID and trueGlobalLog[5].eventID == R1073_e_8_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\74_max_5_roles_max_10_commands\74_max_5_roles_max_10_commands.json
13,4,1.95626092,True,0.187304974,E<> trueGlobalLog[0].eventID == R152_e_2_ID and trueGlobalLog[1].eventID == R150_e_2_ID and trueGlobalLog[2].eventID == R151_e_0_ID and trueGlobalLog[3].eventID == R149_e_1_ID and trueGlobalLog[4].eventID == R151_e_3_ID and trueGlobalLog[5].eventID == R150_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_5_commands\16_max_5_roles_max_5_commands\16_max_5_roles_max_5_commands.json
13,4,1.967482567,True,0.206428051,E<> trueGlobalLog[0].eventID == R563_e_3_ID and trueGlobalLog[1].eventID == R560_e_1_ID and trueGlobalLog[2].eventID == R562_e_2_ID and trueGlobalLog[3].eventID == R561_e_0_ID and trueGlobalLog[4].eventID == R563_e_2_ID and trueGlobalLog[5].eventID == R562_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_5_commands\59_max_5_roles_max_5_commands\59_max_5_roles_max_5_commands.json
13,4,2.032079935,True,0.203974009,E<> trueGlobalLog[0].eventID == R672_e_0_ID and trueGlobalLog[1].eventID == R674_e_0_ID and trueGlobalLog[2].eventID == R673_e_2_ID and trueGlobalLog[3].eventID == R672_e_2_ID and trueGlobalLog[4].eventID == R673_e_1_ID and trueGlobalLog[5].eventID == R673_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_5_commands\72_max_5_roles_max_5_commands\72_max_5_roles_max_5_commands.json
13,6,3.344872475,True,0.283466578,E<> trueGlobalLog[0].eventID == R245_e_1_ID and trueGlobalLog[1].eventID == R250_e_1_ID and trueGlobalLog[2].eventID == R248_e_0_ID and trueGlobalLog[3].eventID == R246_e_0_ID and trueGlobalLog[4].eventID == R250_e_2_ID and trueGlobalLog[5].eventID == R245_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\14_max_10_roles_max_5_commands\14_max_10_roles_max_5_commands.json
13,3,1.967391253,True,0.169865131,E<> trueGlobalLog[0].eventID == R1382_e_0_ID and trueGlobalLog[1].eventID == R1381_e_5_ID and trueGlobalLog[2].eventID == R1381_e_1_ID and trueGlobalLog[3].eventID == R1381_e_8_ID and trueGlobalLog[4].eventID == R1381_e_6_ID and trueGlobalLog[5].eventID == R1382_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_10_commands\24_max_20_roles_max_10_commands\24_max_20_roles_max_10_commands.json
13,1,0.574485064,True,0.114962816,E<> trueGlobalLog[0].eventID == R24760_e_0_ID and trueGlobalLog[1].eventID == R24760_e_1_ID and trueGlobalLog[2].eventID == R24760_e_7_ID and trueGlobalLog[3].eventID == R24760_e_8_ID and trueGlobalLog[4].eventID == R24760_e_5_ID and trueGlobalLog[5].eventID == R24760_e_12_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_20_commands\243_max_20_roles_max_20_commands\243_max_20_roles_max_20_commands.json
13,2,1.099676847,True,0.115912914,E<> trueGlobalLog[0].eventID == R25018_e_5_ID and trueGlobalLog[1].eventID == R25017_e_4_ID and trueGlobalLog[2].eventID == R25018_e_0_ID and trueGlobalLog[3].eventID == R25017_e_0_ID and trueGlobalLog[4].eventID == R25018_e_4_ID and trueGlobalLog[5].eventID == R25018_e_6_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_20_commands\246_max_20_roles_max_20_commands\246_max_20_roles_max_20_commands.json
14,3,1.430696726,True,0.171028376,E<> trueGlobalLog[0].eventID == R717_e_4_ID and trueGlobalLog[1].eventID == R718_e_0_ID and trueGlobalLog[2].eventID == R716_e_3_ID and trueGlobalLog[3].eventID == R717_e_5_ID and trueGlobalLog[4].eventID == R717_e_2_ID and trueGlobalLog[5].eventID == R717_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\46_max_5_roles_max_10_commands\46_max_5_roles_max_10_commands.json
14,3,2.002528191,True,0.138566256,E<> trueGlobalLog[0].eventID == R1203_e_2_ID and trueGlobalLog[1].eventID == R1203_e_1_ID and trueGlobalLog[2].eventID == R1203_e_3_ID and trueGlobalLog[3].eventID == R1204_e_0_ID and trueGlobalLog[4].eventID == R1205_e_2_ID and trueGlobalLog[4].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_10_commands\40_max_10_roles_max_10_commands\40_max_10_roles_max_10_commands.json
14,6,3.443935394,True,0.297351837,E<> trueGlobalLog[0].eventID == R4_e_0_ID and trueGlobalLog[1].eventID == R2_e_1_ID and trueGlobalLog[2].eventID == R1_e_2_ID and trueGlobalLog[3].eventID == R1_e_0_ID and trueGlobalLog[4].eventID == R5_e_1_ID and trueGlobalLog[5].eventID == R4_e_3_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\0_max_10_roles_max_5_commands\0_max_10_roles_max_5_commands.json
14,1,0.549248457,True,0.112699032,E<> trueGlobalLog[0].eventID == R15512_e_0_ID and trueGlobalLog[1].eventID == R15512_e_9_ID and trueGlobalLog[2].eventID == R15512_e_7_ID and trueGlobalLog[3].eventID == R15512_e_3_ID and trueGlobalLog[4].eventID == R15512_e_13_ID and trueGlobalLog[5].eventID == R15512_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_20_commands\155_max_20_roles_max_20_commands\155_max_20_roles_max_20_commands.json
14,1,0.629538774,True,0.095633268,E<> trueGlobalLog[0].eventID == R8230_e_4_ID and trueGlobalLog[1].eventID == R8230_e_2_ID and trueGlobalLog[2].eventID == R8230_e_12_ID and trueGlobalLog[3].eventID == R8230_e_6_ID and trueGlobalLog[4].eventID == R8230_e_0_ID and trueGlobalLog[5].eventID == R8230_e_5_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_20_commands\80_max_20_roles_max_20_commands\80_max_20_roles_max_20_commands.json
15,3,1.446880102,True,0.163813353,E<> trueGlobalLog[0].eventID == R544_e_2_ID and trueGlobalLog[1].eventID == R545_e_3_ID and trueGlobalLog[2].eventID == R544_e_4_ID and trueGlobalLog[3].eventID == R544_e_1_ID and trueGlobalLog[4].eventID == R546_e_3_ID and trueGlobalLog[5].eventID == R545_e_4_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\34_max_5_roles_max_10_commands\34_max_5_roles_max_10_commands.json
15,3,1.624116421,True,0.164435148,E<> trueGlobalLog[0].eventID == R885_e_3_ID and trueGlobalLog[1].eventID == R883_e_1_ID and trueGlobalLog[2].eventID == R885_e_4_ID and trueGlobalLog[3].eventID == R883_e_5_ID and trueGlobalLog[4].eventID == R885_e_1_ID and trueGlobalLog[5].eventID == R884_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\57_max_5_roles_max_10_commands\57_max_5_roles_max_10_commands.json
15,4,1.990382671,True,0.182222605,E<> trueGlobalLog[0].eventID == R379_e_0_ID and trueGlobalLog[1].eventID == R379_e_1_ID and trueGlobalLog[2].eventID == R380_e_1_ID and trueGlobalLog[3].eventID == R381_e_1_ID and trueGlobalLog[4].eventID == R381_e_2_ID and trueGlobalLog[5].eventID == R379_e_3_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_5_commands\39_max_5_roles_max_5_commands\39_max_5_roles_max_5_commands.json
15,4,2.071391344,True,0.186836481,E<> trueGlobalLog[0].eventID == R693_e_0_ID and trueGlobalLog[1].eventID == R696_e_0_ID and trueGlobalLog[2].eventID == R694_e_2_ID and trueGlobalLog[3].eventID == R696_e_1_ID and trueGlobalLog[4].eventID == R693_e_2_ID and trueGlobalLog[5].eventID == R695_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_5_commands\74_max_5_roles_max_5_commands\74_max_5_roles_max_5_commands.json
15,2,1.112519264,True,0.139326811,E<> trueGlobalLog[0].eventID == R1576_e_3_ID and trueGlobalLog[1].eventID == R1575_e_2_ID and trueGlobalLog[2].eventID == R1575_e_5_ID and trueGlobalLog[3].eventID == R1576_e_4_ID and trueGlobalLog[4].eventID == R1575_e_1_ID and trueGlobalLog[5].eventID == R1575_e_7_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_10_commands\52_max_10_roles_max_10_commands\52_max_10_roles_max_10_commands.json
15,3,1.703577995,True,0.128973246,E<> trueGlobalLog[0].eventID == R1592_e_7_ID and trueGlobalLog[1].eventID == R1591_e_2_ID and trueGlobalLog[2].eventID == R1592_e_1_ID and trueGlobalLog[3].eventID == R1592_e_3_ID and trueGlobalLog[4].eventID == R1591_e_1_ID and trueGlobalLog[5].eventID == R1592_e_6_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_10_commands\53_max_10_roles_max_10_commands\53_max_10_roles_max_10_commands.json
15,3,1.896193504,True,0.181610823,E<> trueGlobalLog[0].eventID == R2349_e_5_ID and trueGlobalLog[1].eventID == R2348_e_0_ID and trueGlobalLog[2].eventID == R2350_e_1_ID and trueGlobalLog[3].eventID == R2349_e_2_ID and trueGlobalLog[4].eventID == R2348_e_2_ID and trueGlobalLog[5].eventID == R2349_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_10_commands\39_max_20_roles_max_10_commands\39_max_20_roles_max_10_commands.json
15,1,0.546092272,True,0.095811605,E<> trueGlobalLog[0].eventID == R5627_e_2_ID and trueGlobalLog[1].eventID == R5627_e_6_ID and trueGlobalLog[2].eventID == R5627_e_8_ID and trueGlobalLog[3].eventID == R5627_e_9_ID and trueGlobalLog[4].eventID == R5627_e_5_ID and trueGlobalLog[5].eventID == R5627_e_4_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\20_roles_20_commands\57_max_20_roles_max_20_commands\57_max_20_roles_max_20_commands.json
16,4,1.998026133,True,0.206609726,E<> trueGlobalLog[0].eventID == R159_e_0_ID and trueGlobalLog[1].eventID == R162_e_1_ID and trueGlobalLog[2].eventID == R160_e_3_ID and trueGlobalLog[3].eventID == R160_e_1_ID and trueGlobalLog[4].eventID == R160_e_5_ID and trueGlobalLog[5].eventID == R162_e_2_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\12_max_5_roles_max_10_commands\12_max_5_roles_max_10_commands.json
16,3,1.514954805,True,0.167784452,E<> trueGlobalLog[0].eventID == R827_e_6_ID and trueGlobalLog[1].eventID == R827_e_2_ID and trueGlobalLog[2].eventID == R827_e_3_ID and trueGlobalLog[3].eventID == R827_e_5_ID and trueGlobalLog[4].eventID == R826_e_0_ID and trueGlobalLog[5].eventID == R826_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\54_max_5_roles_max_10_commands\54_max_5_roles_max_10_commands.json
16,3,1.503314972,True,0.168590307,E<> trueGlobalLog[0].eventID == R964_e_5_ID and trueGlobalLog[1].eventID == R964_e_2_ID and trueGlobalLog[2].eventID == R964_e_6_ID and trueGlobalLog[3].eventID == R963_e_2_ID and trueGlobalLog[4].eventID == R963_e_7_ID and trueGlobalLog[5].eventID == R964_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\63_max_5_roles_max_10_commands\63_max_5_roles_max_10_commands.json
16,4,2.3972435,True,0.201781273,E<> trueGlobalLog[0].eventID == R74_e_2_ID and trueGlobalLog[1].eventID == R74_e_6_ID and trueGlobalLog[2].eventID == R71_e_4_ID and trueGlobalLog[3].eventID == R74_e_0_ID and trueGlobalLog[4].eventID == R71_e_2_ID and trueGlobalLog[5].eventID == R74_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_10_commands\2_max_10_roles_max_10_commands\2_max_10_roles_max_10_commands.json
16,3,1.65990448,True,0.156774998,E<> trueGlobalLog[0].eventID == R2362_e_4_ID and trueGlobalLog[1].eventID == R2362_e_3_ID and trueGlobalLog[2].eventID == R2360_e_1_ID and trueGlobalLog[3].eventID == R2360_e_4_ID and trueGlobalLog[4].eventID == R2360_e_3_ID and trueGlobalLog[5].eventID == R2360_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_10_commands\76_max_10_roles_max_10_commands\76_max_10_roles_max_10_commands.json
16,5,2.797101736,True,0.264686823,E<> trueGlobalLog[0].eventID == R372_e_1_ID and trueGlobalLog[1].eventID == R370_e_3_ID and trueGlobalLog[2].eventID == R374_e_0_ID and trueGlobalLog[3].eventID == R370_e_0_ID and trueGlobalLog[4].eventID == R373_e_0_ID and trueGlobalLog[5].eventID == R374_e_2_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\21_max_10_roles_max_5_commands\21_max_10_roles_max_5_commands.json
16,7,4.644523859,True,0.412441969,E<> trueGlobalLog[0].eventID == R62_e_3_ID and trueGlobalLog[1].eventID == R58_e_0_ID and trueGlobalLog[2].eventID == R57_e_2_ID and trueGlobalLog[3].eventID == R61_e_0_ID and trueGlobalLog[4].eventID == R60_e_1_ID and trueGlobalLog[5].eventID == R57_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\3_max_10_roles_max_5_commands\3_max_10_roles_max_5_commands.json
16,6,4.093602419,True,0.268581629,E<> trueGlobalLog[0].eventID == R79_e_0_ID and trueGlobalLog[1].eventID == R81_e_0_ID and trueGlobalLog[2].eventID == R80_e_3_ID and trueGlobalLog[3].eventID == R78_e_0_ID and trueGlobalLog[4].eventID == R80_e_1_ID and trueGlobalLog[5].eventID == R81_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\4_max_10_roles_max_5_commands\4_max_10_roles_max_5_commands.json
16,7,4.828305244,True,0.469176531,E<> trueGlobalLog[0].eventID == R916_e_0_ID and trueGlobalLog[1].eventID == R917_e_0_ID and trueGlobalLog[2].eventID == R918_e_2_ID and trueGlobalLog[3].eventID == R919_e_2_ID and trueGlobalLog[4].eventID == R920_e_3_ID and trueGlobalLog[5].eventID == R918_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\53_max_10_roles_max_5_commands\53_max_10_roles_max_5_commands.json
16,7,5.017467022,True,0.351805687,E<> trueGlobalLog[0].eventID == R1134_e_0_ID and trueGlobalLog[1].eventID == R1136_e_0_ID and trueGlobalLog[2].eventID == R1134_e_1_ID and trueGlobalLog[3].eventID == R1140_e_2_ID and trueGlobalLog[4].eventID == R1137_e_1_ID and trueGlobalLog[5].eventID == R1140_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\66_max_10_roles_max_5_commands\66_max_10_roles_max_5_commands.json
16,9,6.392205238,True,0.559168339,E<> trueGlobalLog[0].eventID == R1369_e_0_ID and trueGlobalLog[1].eventID == R1373_e_0_ID and trueGlobalLog[2].eventID == R1365_e_3_ID and trueGlobalLog[3].eventID == R1371_e_0_ID and trueGlobalLog[4].eventID == R1368_e_0_ID and trueGlobalLog[5].eventID == R1370_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\10_roles_5_commands\77_max_10_roles_max_5_commands\77_max_10_roles_max_5_commands.json
