transitions, roles, build_time
13,3,2.040473699569702,1.8818066120147705,1.7511208057403564,1.8907148838043213,1.8986012935638428,1.7697162628173828,1.8240230083465576,1.9441232681274414,1.8878192901611328,1.8324313163757324
3,1,0.5583174228668213,0.6404545307159424,0.5980665683746338,0.6030316352844238,0.6873683929443359,0.6865353584289551,0.7101395130157471,0.577181339263916,0.5860226154327393,0.6323363780975342
22,4,2.378880262374878,2.4517195224761963,2.4347572326660156,2.4284563064575195,2.488119125366211,2.809443950653076,2.5769903659820557,2.6876955032348633,2.4973340034484863,2.5831713676452637
16,4,2.3589706420898438,2.5109152793884277,2.4510111808776855,2.5231332778930664,2.3446309566497803,2.549288034439087,2.445861577987671,2.4749715328216553,2.3969602584838867,2.416133403778076
17,4,2.3864004611968994,2.325209617614746,2.4899768829345703,2.323550224304199,2.6794517040252686,2.466045379638672,2.5288074016571045,2.432788848876953,2.4920029640197754,2.408505439758301
11,3,1.9583730697631836,1.770341396331787,1.797215223312378,1.958353042602539,1.8080964088439941,1.9137413501739502,1.9295604228973389,1.7955658435821533,2.05375337600708,2.0266149044036865
24,4,2.586162805557251,2.671158790588379,2.4988749027252197,2.5996506214141846,2.4134316444396973,2.6289119720458984,2.3867220878601074,2.5377438068389893,2.5639708042144775,2.6512138843536377
28,4,2.436561346054077,2.644885778427124,2.707387685775757,2.9007036685943604,2.666952133178711,2.900974750518799,2.7164573669433594,2.7272560596466064,2.8174917697906494,2.913696527481079
5,1,0.5953176021575928,0.6144094467163086,0.590623140335083,0.6249191761016846,0.7294492721557617,0.6895480155944824,0.6346616744995117,0.6015381813049316,0.5632457733154297,0.5886273384094238
6,1,0.6148083209991455,0.5833749771118164,0.6916232109069824,0.7445974349975586,0.5952634811401367,0.6069626808166504,0.5812485218048096,0.6245310306549072,0.6241462230682373,0.6252963542938232
10,2,1.3890879154205322,1.381291151046753,1.1577811241149902,1.2129700183868408,1.3153419494628906,1.3115570545196533,1.2972321510314941,1.2071733474731445,1.2066593170166016,1.3013579845428467
18,4,2.3819620609283447,2.5800364017486572,2.4856319427490234,2.600217580795288,2.449249267578125,2.617259979248047,2.5223147869110107,2.4595396518707275,2.4405388832092285,2.7374086380004883
6,1,0.6685018539428711,0.6070020198822021,0.5938746929168701,0.6249408721923828,0.622514009475708,0.6306653022766113,0.6042046546936035,0.5701971054077148,0.6423168182373047,0.5996150970458984
